komentar,platform
bocah yg bikin penasaran tuh si wisnu . dia jg bisa nebak sandi koper ayah rini,youtube
Dia gak tau keknya,youtube
"Dia kan ga tau klo ibu sama adiknya mati,waktu ibu dan adiknya mati dia kan ga ada disamping mereka.",youtube
ntr bg 2025 bakal keluar,youtube
iya rusunnya beda,youtube
lu aj tolol,youtube
"It's great, try to watch the first movie first",youtube
Ntar mlh ditangkepin,youtube
Sad,youtube
 @Funnycat-c5  😢😢,youtube
si bucin tersakiti,youtube
Yg mana yg rusak???,youtube
"dr Netflix
film mahal mn mungkin ada di YouTube",youtube
Aku ada kalo mau,youtube
teror hantu rumah susun,youtube
ibu lala nini namaku kamu hantu seram,youtube
He should be doing movie in an international level,youtube
Gak nyesel nonton film ini....gila... ANGKERNYA dapat banget gk spt horror indonesia yg lain,youtube
film terhoror yang pernah dibuat di indonesia nih menurut gua,youtube
"Hello everyone! I’m from Myanmar and I just finished watching that movie few minutes ago. 
I can’t describe any single word over this movie. It was really awesome and bravo to Director and the crew. 
Anyway actress Ratu Felisha was so hot. I got shocked when I knew she’s over 40 years of age after checking about her at Wikipedia.",youtube
"Film horror emang seru, tapi gue orangnya benci kalo di kagetin cuk. 😑.",youtube
"fantasy nya org jepang : isekai

fantasynya org indo : horrrror",youtube
Film bagus sayangnya antusias penonton kurang mendukung.,youtube
Kualitas filmnya juara..jeng2x bejibun...menegangkan cm Mr.Joko selalu terburu2 di ending..ky yah gitu aja.pgnx lebih menegangkan lagi..,youtube
Bang ada brp jusmcernya,youtube
ayo perbanyak lgi film2 horror .,youtube
"Baru selesai nonton, KEREN BANGET",youtube
Lagu yang dipake untuk putri nya kelan malam,youtube
Taunya film ini malah dr sosmed cina. Lg dibahas disana. Ternyata org tu jg excited m kelanjutan dr pengabdi setan. 👍👍👍👎,youtube
"Horor banget sih film nya .. cuma kesalahan di film horor indoesia tuh kalo ada adegan yg ada belatung nya kenapa harus pake ulat hongkong gitu ... Kalo mau pake belatung kaya belatung bangkai gitu yaa minimal pake belatung maggot.. jangan pake ulat hongkong, kan ulat hongkong ga hidup di bangkai",youtube
Film garapan joko anwar memang is the beast,youtube
Sumpah aku nonton di bioskop ngeri dengan adegan bak tiara,youtube
"pada menit 0:30 ada scene di gedung yang menunjukkan mayat  sedang di doa kan disetiap kamar
menggunakan teknik kamera Pedestal",youtube
kasian ustadz nya,youtube
"Ya, but she's (Felisha) died :(",youtube
 @farooqaumar3765  Whattt??? Was she dead in movie or actual life???,youtube
Have you watched the first movie? It was great too. And yeah Felisha looks so much younger than her age.  She didnt aged for decades😊,youtube
Rusun bukan gedung,youtube
Kan pasrah kepada Allah😳,youtube
മലയാളം അറയുന്ന ഒരുത്തനും ഇല്ലേ ഇവിടെ 😄,youtube
"Bangsat filmnya serem bngt, nonton di disney sport jantung saya",youtube
Masih penasaran apa alasan di koper banyak potongan jari!,youtube
"Edan sih ini film,,,",youtube
Apakah ada lanjutan pengabdi setan 3,youtube
Ga sabar nunggu yg ke 3,youtube
10/10⭐️best😍😍😍😍❤❤❤dari 🇲🇾,youtube
Paling banguss ini film horor,youtube
"Apapun Film Horor Yang Di Produksi Oleh Rapi Film itu diatas Rata"" 11/10 Gua Nilai Pengabdi Setan 2 Ini",youtube
Kok blm ada full nya ya pngabdi setan 2 nya,youtube
"Di sini saya bukan mau bercerita tentang film nya,tapi moment nyaa
Di film ini saya pertama kali frist dete orang yang sangat istimewa, di bulan pertama masih langgeng bulan ke dua seperti ada yang bedaa,dan bulan ke tiga udah selesai hubungan, saya mengakhiri hubungan bukan karna gak sayang ,setelah beberapa bulan saya baru tau kalau dia anak orang kaya, dan berbanding terbalik sama saya,di situlah saya agak minder dan insecure,klok boleh jujur saya masih sayang(s)tapi ya gimnaa, kmu bisa mencari Yang lebih dari saya ,mungkin perpisahan bukan akhir dari segalanya ,selamat berkena nona:)",youtube
Sumpah ini film horor serem bngtv,youtube
Masih tayang y,youtube
"Wh parah sh pengabdi setan, yg nonton di link haram jg sampai nebus 2 jt. walaupun low HD",youtube
Lawannya sutradara Ari aster+(English),youtube
Njir backsound nye doang lu yg kenceng coba ganti dangdutan pasti ngga ada tuh namanya serem.,youtube
"Setelah Ps2 ini film horor ngga ada yg greget sumpah, mo nonton liat trailer nya udah males duluan..",youtube
Boohoo,youtube
Ga seremmm ...udah biasa gue liat settan beneran...,youtube
ini ceritanya tahun brp .. kan PS 1 itu tahun 80 an bearti ini tahun 99 nan kah ??,youtube
😂,youtube
gua lagi nntn ni,youtube
"Alasannya si bapak harus memb*n*h 1.000 orang untuk keluar dari sekte itu.Dan 1.000 orang korban itu harus dipotong jarinya alasan di potong sih ga tau,ini sih yg aku tau dari internet.",youtube
Kalau ga salah sih kek gitu,youtube
"@not balance iya juga ya,masuk akal",youtube
Buat keluar dari perjanjian harus ngebunuh 1000org dan jari itu sbgai bukti jumlah org yg dibnuh,youtube
"Buat syarat nebus nyawa keluarga si bapak; 1000 jiwa, makanya dia polisi nyambil jadi petrus",youtube
"jelas ada
gantung bgt tu ending",youtube
Ada endingnya aja kaya belum selesai,youtube
"2027 haha
klau film buatan joko anwar emg slalu lama 😂",youtube
Ada. Tgl 30 di disney,youtube
 @erlindaermawati6550  30 bulan ini,youtube
lah Curhat ni anak,youtube
Udh gak tayang lagian udh 1 bulan lebih,youtube
 @Erwan000  d Disney ka tgl 30,youtube
Lawak,youtube
 @Ramm_rzzz  Lah emang gitu ciri horor indo cuman dikagetin jumscare backsound penampakan setanya mah B aja..,youtube
masa,youtube
Beda 4 tahun jadi 1984,youtube
Semoga film2 indonesia jd tuan rumah dinegri sendiri,youtube
akunonton  pengabdi setan 1 sampe saya  teriak smpe aku kenjang kenjang😰😰😰😰😰😰😰,youtube
"This is the first time being a Pakistani I'm watching the trailers of the Indonesian horror films, and I must say they all are dark as hell, strong storylines, way to far from cringe and clichés just like recent Hollywood cinema who forgot how to make a horror film, well that's what you call a horror film",youtube
Flim nya jelek kek kon,youtube
Dh hbis dhh . Nk gi tngk,youtube
𝕡,youtube
OTT Platform ?,youtube
Pengabdi setan 2 hahhahha koplak! Tahun 1980 ada pengabdi setan juga seharusnya ini film judulnya pengabdi setan 3,youtube
Menurutku film ini ga ada seremnya. Masih serem hidupku. Tapi aku nonton film ini sampai 10 kali. Karena film ini penuh kehangatan. Ada hubungan persaudaraan yang ga pernah ditampilin di film lain dan yang seunik hubungan persaudaraan boni rini dan....toni juga  ian,youtube
set di halte nya mirip bgt sama Gundala,youtube
"Ada yg memperhatikan ga. Tokoh Batara, Darminah dan Budiman (wartawan). Dari tahun 1955 sampai 1982 Fisik tidak ada yg berubah. Budiman di Pengabdi Setan 2 saat Opening terjadi di th 1955. Jangan2 Budiman ini salah satu dari Pengabdi Setan juga karena mukanya ga berubah dr th 1955 sd 1982.",youtube
"Film horor terbaik di Indonesia menurutku, Pengabdi setan 1 dan 2. Mesti harus nunggu lama dulu dari tahun 2018 :)",youtube
Saya suka,youtube
Kemarin mau nonton di bioskop katanya udah ngk tayang,youtube
Great film,youtube
Di PS 2 ini umur rini sama adik adik nya berapa tahun ya?,youtube
"Looks good, can't wait to watch it! Might even inspire me to write a couple more stories here for my channel too",youtube
S2pid film..👎👎👎,youtube
Aku udh nonton nih di bioskop,youtube
Persi full movie nya mana om,youtube
"Ya dari dulu udah jd tuan rumah di negeri sendiri kali, kemana aja lu!?",youtube
" @jaenalabdee5490  lah lu yang kemana aja, dari dulu mah di Indonesia rata rata pada taunya The conjuring, insidious, dll",youtube
"Thanks, you should watch more Indonesian horror films",youtube
Syukria,youtube
"Keren emang, bagus kalo kamu suka",youtube
"Ngerti ""reboot"" gak Cong?? Org udik kyk Lo mending ga usah nonton film lah.... nonton wayang aja sono",youtube
Ini kan versi reboot nya,youtube
"Memang, dia disembunyikan jadi juru kunci pengabdi setan, makanya diumpetin sama bang jokan🤫🤫🤫",youtube
"pake skincare kali, jadi awet muda",youtube
2017,youtube
"Ya sekarang udh gak tayang udah sebulan lebih, tunggu aja di online",youtube
ya di bioskop lah🤡,youtube
1:37,youtube
"Kpn muncul di situs streaming online min? soalnya masih parno main ke bioskop.
klo nton di Disney Hotstar lbh nyaman, apalagi bareng keluarga, seru.",youtube
"Ntah knp kok gw ga serem samsek ya, apa ekspek gw ketinggian hmm tp gw apresiasi sih",youtube
"Filmnya alur ceritanya nanggung banget. Jumpscarenya nanggung, Ranting bitang 3 lah.",youtube
Gak seru,youtube
Ciss dluu yg udh pernah nonton di bioskop bareng ayg🗿😝,youtube
"Film lokal dari dulu gak berkualitas!!! Mau film horror, khusus yang phobia ketinggian.. recommended banget nonton Film FALL 2022...dari ujung rambut ujung kaki dijamin keringet dingin,linu dari awal film sampe akhir..",youtube
gaserem,youtube
"Joko, film yang kamu buat ini memang cerita nya fiksi. Tapi aku tau Joko, makna dan isi penggambaran karakter di cerita ini adalah sebuah realitas yang nyata dan melegenda. Bagaimana dosa yang dibuat dibumi ini akan ada masa penebusan nya. Dan ejekan ejekan si iblis akan sangat nyata datang kepada setiap pembuat dosa itu sendiri. Tidak peduli agamamu. Kau pasti akan jadi budak iblis ketika kau tidak sungguh sungguh bertaubat. Si iblis akan terus ada dalam setiap zaman untuk melihat dosa yang telah diperbuat . Aku tunggu cerita pengabdi setan mu yang ke 3 Joko. Aku ada disana. Untuk jadi saksi .",youtube
Kok ga se gregetan yang pertamaa 🥲,youtube
"Ini baru kualitas yg utama , pengabdi setan dua ini pantas jadi film horor terbaik sepanjang sejarah diindo , BUKAN KKN DESA PENARI YG PLOTNYA ALA SINETRON DURASI LAMA ALIAS DILAMA LAMAKAN SAMA ALUR ADEGAN YG ABSURD",youtube
"Trailernya 5 juta ,yg notnn filemnya 6 juta. Alhamdulillah total 11 juta .",youtube
Gila.. horor bgt.. hrsnya film ini lebih viral dr yg lain..,youtube
Asli ni keren bgt,youtube
"Keren sih, apakah joko anwar referensi nya selalu conjuring? Musik, latar, kejutan kejutan, dll",youtube
"Ini baru serem, kaget, syok tetapi banget 😖",youtube
Ini nazifa yang jadi Wina di film ini dia di calling buat screen test nya pake dm ya?,youtube
"My personal rate is 4.5/10. Or 5/10.
Lots of jumpscares and the storyline is little to no existence.
 There's no heroes in the story. They all ran away but barely. It's like The Conjuring which focusing on Christianity and this one focusing on Islam religion. And of course, all the target audiences who are Muslims are going to be scare. At least The Conjuring has good storyline. This one end is very unsatisfying. 

The vibe is good and the soundtracks is confusing but okey.",youtube
Low baged GK da kualitas,youtube
bikin ngakak..,youtube
Paling sebulan lagi,youtube
"Liat ratingnya dong! PG 13+ artinya remaja bisa nonton. Makanya, tingkat keseremannya diturunin. 
Kalo mau serem banget, ratingnya R, alias Restricted.",youtube
bakal ad part 3. santai aja,youtube
Nnton sndiri😓,youtube
 @Ramm_rzzz  Ayg nya kmn ka? 🗿,youtube
Ya deh si anti film lokal,youtube
"Gak tau Rumah Dara? Itu film thriller indo paling keren sih, sadis parah😂",youtube
@sipadi belum tau Rumah Dara dia tegangnya kaya gimana😂,youtube
si paling antii,youtube
"iya bro FALL bagus banget, sampe bini gua malah tidur disamping gua bukannya nonton. Haram jadah",youtube
Mataluh pick,youtube
Liat ratingnya! PG 13+,youtube
 @senoadjiaditya1535  good,youtube
"Ini film misteri lebih ke jarang horror 
Karna banyak adegan komedi
Makanya gak greget",youtube
 @dio1698  komedi jg jrg di part 2 ini,youtube
wkwk focus on islam relegion 😂 the film just talked the reality of culture of indonesia itself. my personal rating is 9/10 thats a lot of questions basically the mistery that made me really want to wait for another part .IF YOU WATCH VERY DETAIL thats so much of greece mythology in that film 😂 you just focus in the surface of cover lol,youtube
Ini mah fans conjiring,youtube
"""Budget"" kali bukan ""Baged"" wkwk, tau apa kamu film berkualitas dan gak,",youtube
Ini mah fans kkn,youtube
 @dio1698  bukan masalah fans atau kagak ya kalau yg dah lihat pasti tau kualitas nya itu aja,youtube
Luh suka KKN yah wkwkw alur gj,youtube
 @ytiyanrx  gak bang maaf ya itu saya salah ketik  bang,youtube
Ini mah fans kkn,youtube
"film yang bagus pengabdi setan yang pertama namun endingnya yang gak masuk akal, yang keduapun kyaknya sama endingya gak masuk",youtube
film horor terbaik,youtube
Saya sudah nonton di bioskop seru tapi serem banget,youtube
"Pengen nonton tapi takut nonton sendirian, ngajak temen, tapi temennya takut nonton.. 🥲",youtube
"Gua akuin ini film nya horor banget,di tunggu Pengabdi Setan berikut nya",youtube
"Dari Trailer nya dan review temen yg suka horror juga Kayanya ga serem2 banget ini film. Bukannya gak mau mikir, tapi yg namanya hiburan itu mau dinikmati , jangan sampe penonton mikir keras dulu utk dapet plotnya, apalagi serial film horror bukan detektif2an",youtube
Seru bgt film nya,youtube
"SPOILER ALERT !!!




Knp 2 temannya si anak ke-3 (0:06)
ga ada yg mati pdhl yg premannya mati, cabe²an juga mati, ustad mati, bapak yg suka KDRT beserta istri dan anak cewenya jg mati, mamanya wisnu yg gagu juga mati, bapaknya yg bikin perjanjian dgn setan beserta anak ke-4 nya yg jd tumbal jg mati, ibu hamil mati di lift jatoh, bocil² maen lompat² akhirnya juga mati krn rebutan koin yg jatoh di bawah lift. Knp gtuh tmnnya yaitu 2 anak diblkng (0:06) ga mati ???

Spoiler
Intinya yg hidup tinggal anak ke 1 2 dan 3, temennya anak ke -3 (lihat detik 0:06) 2 orang di blkng, bapak² gondrong, bapak bule dan istrinya (di ending). Kemungkinan nanti PS S3 bakal ada mereka",youtube
Gw udah nonton,youtube
"filmnya oke, oke banget malah. tapi adegan flash pas mau ending, pusing saya 🥲",youtube
Joss film nya saya liat di bioskop semoga part 3 masih ada,youtube
Udah nonton 🥰🥰 isi koper bhari,youtube
Xicndj,youtube
Hhtnsjfnjfkfkfk🖤,youtube
"Hari ini first time gua nonton bioskop anjirr, dan yg gua tonton pengabdi setan 2 ini , gak ada obeng plotwist nya bapak nya sendiri yang punya perjanjian dengan iblis dan istri nya pun jadi korban juga",youtube
Mudah2 an cepet rilis yg ke 3,youtube
Seruan pengabdi setan yg 1980,youtube
Mantap,youtube
udah dari 1-2,youtube
Sumpah ini film keren banget..kemaren aja baru nonton aku,youtube
Kan bakalan ada kelanjutannya bujang,youtube
Kenapa pas tayang di bioskop Luh ga nonton kan di bioskop beramai ramai,youtube
mending nonton dulu ke bioskop,youtube
" @user-wk9vv9oj3o  udah bro.. emg kenyataan kurang serem kok. Banyak flashing lamp bikin pusing, sama adegan saling tinggal-meninggalkan yg kurang smooth jdi gregetan",youtube
tahun depan,youtube
Rusun the Raid kwkwkw,youtube
Bagus bnget. Utk pngabdi setan 3 filmnya bisa di bikin seperti dokumenter jadi sperti REAL. Dan hantunya jgn keluar saat gelap saja terang juga bisa keluar. Dijamin makin merinding dan seprti nyata.,youtube
"Gilak gua bela belain pulang kampus sendirian nonton dan pulang udah malam banget naik angkutan umum, kerasa banget jadi cast PS2 😂",youtube
suka banget sama pengabdi ketan,youtube
"Udah nonton dan bener bener sebagus itu film nya. Top bgt pokoknya,ditunggu film""lain berikutnya ya pak joko anwar",youtube
Gvyvo,youtube
Mantap vilm nya seru dan aga seram 🙏,youtube
Pengemasannya kok mirip2 Insidious ya?,youtube
"Okay! so i don't know what country is this movie from or what's the language and why YouTube decided to show me this trailer as an ad when i was just chilling in the dark alone at 3 AM. I don't know why i didn't skip it but believe me the amount of fear and helplessness i felt is unmatched. I love scary and horror stuff i live for it but this was something else. I was scared to move, i'm still feeling like someone's in the room with me, i was scared to get up and turn on the lights. I know i've missed this feeling for so long but this was so much sinister i don't even know if i'm gonna watch the movie as the trailer did pretty well on it's own. Hats off to whoever created this masterpiece.",youtube
"Komen gw disini waktu trailernya keluar cuma 1 kata: LAME. Setelah nonton filmnya, ternyata gw salah, mestinya: LAME & PRETENTIOUS. Yang bagus cuma sinematografinya walau cukup klise. Walaupun ada beberapa flaws, Perempuan Tanah Jahanam (Impetigore) masih lebih bagus dari Pengabdi Sachetan 1 & 2.",youtube
Seumur hidup gapernah nonton bioskop sekali nya nonton film ini. Ehhh keren banget apalagi nonton sama ayang,youtube
Baru tau kalo ternyata syutingnya di rusun sumber arta omggggggg,youtube
"NGGA SEBAGUS PENGABDI SETAN 1!!!
KECEWA BGT DAH",youtube
"""KALIAN TIDAK AKAN PERCAYA, SAMPAI KALIAN MENGALAMINYA"" #KokoStory",youtube
yang bikin merinding pas anak kecil jadi geprek karena ketindihan lift,youtube
Maaf Ps kedua tidak sebagus ceritanya ps 1..,youtube
Siapa yg takut ketiggian jgn nton flm fall 2022 anjirr telapak kaki tangan linu liatnya,youtube
Jlek,youtube
"jujur, gw nntn sama temen gw teriak'an trs di bioskop",youtube
Film horor terbaik.pengabdi setan 2,youtube
"Wkwk keliatan bgtt sengaja nya, dan akhirnya menjadi garing",youtube
" @salmanaman113  iy sih, krna huruf s sama k jaraknya jauh",youtube
This was Indonesian horror movies sequel of Satan's Slaves 2017.,youtube
"Impetigore, The Queen of Black Magic, May The Devil Take You, Macabre was among the best Indonesian horror you have to seen. Indonesian horror probably not as popular than Thai, korean and Japanese",youtube
